id,province_code,city_code,district_code,village_code,village,created_at,updated_at
20603,17,1702,170222,1702222001,IV SUKO MENANTI,,
20604,17,1702,170222,1702222005,WARUNG POJOK,,
20605,17,1703,170307,1703072022,KARANG ANYAR II,,
20606,17,1703,170308,1703082001,TANJUNG ANOM,,
20607,17,1703,170306,1703062002,TEBAT PACUR,,
20608,17,1703,170306,1703062001,TALANG JAMBU,,
20609,17,1703,170306,1703062003,TALANG CURUP,,
20610,17,1703,170306,1703062006,JOGJA BARU,,
20611,17,1703,170306,1703062007,TALANG PASAK,,
20612,17,1702,170223,1702232009,SUKA MERINDU,,
20613,17,1702,170223,1702232010,SUKA KARYA,,
20614,17,1702,170224,1702242004,PAL VII,,
20615,17,1702,170224,1702242007,BANGUN JAYA,,
20616,17,1703,170306,1703062008,PERBO,,
20617,17,1703,170306,1703062024,KEDU BARU,,
20618,17,1703,170306,1703062012,AUR GADING,,
20619,17,1703,170301,1703012004,KAANA,,
20620,17,1704,170414,1704142003,TALANG JAWI I,,
20621,17,1703,170306,1703061009,LUBUK DURIAN,,
20622,17,1703,170306,1703062029,PENYANGKAK,,
20623,17,1704,170414,1704142004,TALANG JAWI II,,
20624,17,1703,170307,1703072003,KURO TIDUR,,
20625,17,1703,170307,1703072010,DATAR RUYUNG,,
20626,17,1703,170310,1703102008,DATAR LEBAR,,
20627,17,1703,170309,1703092001,LUBUK BANYAU,,
20628,17,1703,170309,1703092005,PADANG JAYA,,
20629,17,1703,170309,1703092011,SIDO LUHUR,,
20630,17,1703,170309,1703092009,TANAH HITAM,,
20631,17,1703,170309,1703092008,MARGA JAYA,,
20632,17,1703,170309,1703092010,TAMBAK REJO,,
20633,17,1703,170310,1703102018,LUBUK GEDANG,,
20634,17,1704,170401,1704012003,GERAMAT,,
20635,17,1703,170310,1703102015,JAGOBAYO,,
20636,17,1703,170311,1703112005,SUKA MARGA,,
20637,17,1703,170312,1703122001,URAI,,
20638,17,1703,170311,1703112007,PAGAR RUYUNG,,
20639,17,1703,170312,1703122013,PAJAR BARU,,
20640,17,1703,170312,1703122003,GIRI KENCANA,,
20641,17,1703,170313,1703132003,TANJUNG ALAI,,
20642,17,1703,170313,1703132004,JABI,,
20643,17,1703,170312,1703122019,MELATI HARJO K.1,,
20644,17,1703,170312,1703122021,BUKIT TINGGI,,
20645,17,1703,170313,1703132016,LEBONG TANDAI,,
20646,17,1703,170313,1703132009,MUARA SANTAN,,
20647,17,1703,170313,1703132008,TANJUNG KEMAYAN,,
20648,17,1703,170314,1703142017,AIR PETAI,,
20649,17,1703,170315,1703152006,TANJUNG GENTING,,
20650,17,1703,170315,1703152005,DATAR MACANG,,
20651,17,1703,170315,1703152007,TALANG RENAH,,
20652,17,1703,170315,1703152010,KERTAPATI,,
20653,17,1703,170315,1703152017,PENYANGKAK,,
20654,17,1703,170319,1703192008,BATU LAYANG,,
20655,17,1703,170316,1703162007,SELUBUK,,
20656,17,1703,170316,1703162016,TALANG JARANG,,
20657,17,1703,170319,1703192001,KOTA LEKAT,,
20658,17,1704,170403,1704032030,PERUGAIAN,,
20659,17,1703,170316,1703162015,TEBING KANDANG,,
20660,17,1703,170319,1703192007,BATU RAJA KOL,,
20661,17,1771,177107,1771071003,BELAKANG PONDOK,,
20662,17,1703,170319,1703192011,AIR BA`US II,,
20663,17,1703,170319,1703192012,PEMATANG BALAM,,
20664,17,1703,170324,1703242009,BUKIT HARAPAN,,
20665,17,1703,170325,1703252003,KARYA PELITA,,
20666,17,1703,170325,1703252002,SUKA MAKMUR,,
20667,17,1703,170320,1703202003,TELUK AJANG,,
20668,17,1703,170321,1703212005,PEMATANG SAPANG,,
20669,17,1703,170322,1703222003,ALUN DUA,,
20670,17,1703,170322,1703222004,KETAPI,,
20671,17,1703,170321,1703212012,GUNUNG BESAR,,
20672,17,1703,170323,1703232001,AIR LELANGI,,
20673,17,1703,170323,1703232005,PAGARDIN,,
20674,17,1703,170324,1703242001,AIR SEBAYUR,,
20675,17,1703,170323,1703232009,PONDOK BAKIL,,
20676,17,1703,170324,1703242006,BUMI HARJO,,
20677,17,1705,170501,1705012011,BUKIT PENINJAUAN I,,
20678,17,1703,170325,1703252005,SUKA BARU,,
20679,17,1704,170401,1704012002,PENANDINGAN,,
20680,17,1703,170325,1703252007,SUKA MEDAN,,
20681,17,1705,170501,1705012038,SIDO SARI,,
20682,17,1704,170401,1704012001,GEDUNG WANI,,
20683,17,1704,170401,1704012005,TANJUNG BARU,,
20684,17,1705,170501,1705012039,SARI MULYO,,
20685,17,1704,170401,1704012006,PENGURUNG,,
20686,17,1704,170401,1704012008,GUNUNG TERANG,,
20687,17,1704,170401,1704012010,GUNUNG MEGANG,,
20688,17,1704,170401,1704012022,PAPAHAN,,
20689,17,1704,170404,1704042004,KEMANG MANIS,,
20690,17,1704,170404,1704042005,PENYANDINGAN,,
20691,17,1704,170405,1704052010,SUKA BANDUNG,,
20692,17,1704,170402,1704022015,PELAJARAN II,,
20693,17,1704,170402,1704022021,TANJUNG KEMUNING II,,
20694,17,1704,170405,1704052012,PASAR BARU,,
20695,17,1704,170405,1704052014,PASAR LAMA,,
20696,17,1704,170405,1704052024,KEPALA PASAR,,
20697,17,1704,170403,1704031010,SIMPANG TIGA,,
20698,17,1704,170404,1704042003,PADANG HANGAT,,
20699,17,1704,170404,1704042009,PADANG BARU,,
20700,17,1704,170405,1704052009,SEKUNYIT,,
20701,17,1704,170405,1704052022,PAHLAWAN RATU,,
20702,17,1704,170405,1704052021,PENGUBAIAN,,
20703,17,1704,170405,1704052027,SELASIH,,
20704,17,1704,170405,1704052028,PADANG GENTING,,
20705,17,1704,170405,1704052029,GEDUNG SAKO II,,
20706,17,1708,170803,1708032023,PENANJUNG PANJANG ATAS,,
20707,17,1704,170406,1704062012,BENTENG HARAPAN,,
20708,17,1704,170407,1704072008,AIR PALAWAN,,
20709,17,1704,170407,1704072005,MERPAS,,
20710,17,1704,170406,1704062020,TANJUNG BERINGIN,,
20711,17,1704,170407,1704072003,ULAK PANDAN,,
20712,17,1704,170407,1704072001,MUARA DUA,,
20713,17,1704,170407,1704072011,SUMBER HARAPAN,,
20714,17,1704,170407,1704072018,SINAR BANTEN,,
20715,17,1704,170407,1704072017,AIR BATANG,,
20716,17,1704,170408,1704082004,GUNUNG TIGA,,
20717,17,1704,170408,1704082001,BUNGA MELUR,,
20718,17,1704,170408,1704082007,CAHAYA BATIN,,
20719,17,1704,170409,1704092002,TANJUNG GANTI II,,
20720,17,1704,170409,1704092003,RIGANGAN I,,
20721,17,1704,170409,1704092006,SUKARAMI,,
20722,17,1704,170409,1704092010,TALANG TAIS,,
20723,17,1704,170409,1704092008,SIRING AGUNG,,
20724,17,1704,170409,1704092011,PAGAR DEWA,,
20725,17,1704,170410,1704102001,BANGUN JIWA,,
20726,17,1704,170410,1704102005,DURIAN BESAR,,
20727,17,1704,170410,1704102004,GANDA SULI,,
20728,17,1704,170410,1704102008,BENUA RATU,,
20729,17,1704,170412,1704122010,KASUK BARU,,
20730,17,1704,170411,1704112003,ULAK LEBAR,,
20731,17,1704,170412,1704122001,SUKA BANJAR,,
20732,17,1704,170412,1704122012,SUKA RAJA,,
20733,17,1704,170412,1704122011,PADANG BINJAI,,
20734,17,1704,170412,1704122006,BABAT,,
20735,17,1704,170413,1704132004,SUKANANTI,,
20736,17,1704,170413,1704132006,TANJUNG KURUNG,,
20737,17,1704,170414,1704142002,TALANG BESAR,,
20738,17,1704,170414,1704142006,GUNUNG KAYA,,
20739,17,1704,170414,1704142008,TALANG PADANG,,
20740,17,1704,170415,1704152001,NAGA RANTAI,,
20741,17,1704,170415,1704152004,BUNGIN TAMBUN III,,
20742,17,1704,170415,1704152009,COKO BETUNG,,
20743,17,1704,170415,1704152007,PAGAR ALAM,,
20744,17,1705,170501,1705012030,BUKIT PENINJAUAN II,,
20745,17,1705,170502,1705021009,LUBUK KEBUR,,
20746,17,1705,170503,1705032003,SERAMBI GUNUNG,,
20747,17,1705,170501,1705012036,SIDO LUHUR,,
20748,17,1705,170501,1705012037,SUMBER ARUNG,,
20749,17,1705,170501,1705012044,SUMBER MAKMUR,,
20750,17,1705,170501,1705012045,AIR PETAI,,
20751,17,1705,170503,1705032005,AIR PAYANGAN,,
20752,17,1705,170503,1705032012,BATU TUGU,,
20753,17,1705,170502,1705021012,TALANG SALING,,
20754,17,1705,170503,1705032013,KAMPAI,,
20755,17,1705,170503,1705032015,LUBUK NGANTUNGAN,,
20756,17,1705,170503,1705031014,MASMAMBANG,,
20757,17,1705,170503,1705032016,DURIAN BUBUR,,
20758,17,1705,170503,1705032035,AIR TERAS,,
20759,17,1705,170503,1705032045,SIMPANG TIGA PAGAR GASING,,
20760,17,1705,170503,1705032046,HARAPAN MULYA,,
20761,17,1705,170504,1705041005,PAJAR BULAN,,
20762,17,1705,170504,1705042004,NANJUNGAN,,
20763,17,1705,170504,1705042011,RANTAU PANJANG,,
20764,17,1705,170504,1705042015,TALANG DURIAN,,
20765,17,1705,170504,1705042013,MUARA DUA,,
20766,17,1705,170504,1705042022,GUNUNG MEGANG,,
20767,17,1705,170504,1705042021,KEMANG MANIS,,
20768,17,1705,170504,1705042019,TEBAT GUNUNG,,
20769,17,1705,170504,1705042018,PADANG SERUNAIAN,,
20770,17,1705,170505,1705052018,TALANG BERINGIN,,
20771,17,1705,170505,1705051005,KEMBANG MUMPO,,
20772,17,1705,170505,1705052003,LUBUK BETUNG,,
20773,17,1705,170505,1705052011,PADANG BAKUNG,,
20774,17,1705,170506,1705062007,KEBAN AGUNG,,
20775,17,1705,170505,1705052006,KARANG ANYAR,,
20776,17,1705,170505,1705052009,TEDUNAN,,
20777,17,1705,170505,1705052014,GUNUNG BANTAN,,
20778,17,1705,170505,1705052015,MARAS TENGAH,,
20779,17,1705,170505,1705052016,PADANG KELAPA,,
20780,17,1705,170505,1705052025,MARAS BANTAN,,
20781,17,1705,170505,1705052022,MUARA TIMPUT,,
20782,17,1705,170505,1705052024,TALANG KEMANG,,
20783,17,1705,170505,1705052020,MUARA MARAS,,
20784,17,1705,170505,1705052023,SERIAN BANDUNG,,
20785,17,1705,170509,1705092003,KOTA AGUNG,,
20786,17,1705,170506,1705062004,PADANG PELASAN,,
20787,17,1705,170506,1705062011,TAWANG REJO,,
20788,17,1705,170509,1705092007,TENANGAN,,
20789,17,1705,170506,1705062012,LAWANG AGUNG,,
20790,17,1705,170507,1705072003,PADANG CAPO ULU,,
20791,17,1705,170507,1705072002,PADANG CAPO ILIR,,
20792,17,1705,170507,1705072008,DUSUN TENGAH,,
20793,17,1705,170507,1705072013,SAKAIAN,,
20794,17,1705,170508,1705082002,AIR LATAK,,
20795,17,1705,170508,1705082004,PAGAR AGUNG,,
20796,17,1705,170508,1705082006,LUNJUK,,
20797,17,1705,170508,1705082008,PURBOSARI,,
20798,17,1705,170509,1705091004,SELEBAR,,
20799,17,1705,170509,1705092001,TALANG SALI,,
20800,17,1705,170511,1705112001,SUKARAMI,,
20801,17,1705,170511,1705112002,TANJUNG SERU,,
20802,17,1706,170603,1706032013,SETIA BUDI,,
20803,17,1705,170510,1705102007,SEKALAK,,
20804,17,1705,170511,1705111008,RIMBO KEDUI,,
20805,17,1705,170511,1705111010,PADANG RAMBUN,,
20806,17,1705,170511,1705112006,SENGKUANG,,
20807,17,1705,170513,1705132013,GIRI MULYA,,
20808,17,1705,170513,1705132005,SIMPUR IJANG,,
20809,17,1705,170512,1705122006,BAKAL DALAM,,
20810,17,1705,170512,1705122005,TABA,,
20811,17,1705,170512,1705122007,LUBUK LAGAN,,
20812,17,1705,170513,1705132001,PAGAR,,
20813,17,1705,170513,1705132003,PAGAR AGUNG,,
20814,17,1705,170514,1705142011,PADANG CEKUR,,
20815,17,1705,170513,1705132008,MEKAR JAYA,,
20816,17,1705,170513,1705132007,HARGO BINANGUN,,
20817,17,1705,170514,1705142012,PADANG BATU,,
20818,17,1705,170513,1705132009,GIRI NANTO,,
20819,17,1705,170514,1705142004,TANAH ABANG,,
20820,17,1705,170514,1705142007,TALANG PANJANG,,
20821,17,1706,170601,1706012013,SUMBER MAKMUR,,
20822,17,1706,170602,1706022008,UJUNG PADANG,,
20823,17,1706,170602,1706022007,PASAR SEBELAH,,
20824,17,1706,170602,1706022012,SELAGAN JAYA,,
20825,17,1706,170602,1706022011,TANAH REKAH,,
20826,17,1706,170603,1706032009,PONDOK KOPI,,
20827,17,1706,170604,1706042001,AIR BIKUK,,
20828,17,1706,170604,1706042005,PONDOK SUGUH,,
20829,17,1706,170604,1706042004,TUNGGANG,,
20830,17,1706,170605,1706052006,PASAR IPUH,,
20831,17,1706,170605,1706052015,TANJUNG HARAPAN,,
20832,17,1706,170606,1706062003,LUBUK TALANG,,
20833,17,1706,170606,1706062002,SERAMI BARU,,
20834,17,1706,170605,1706052030,TIRTA MULYA,,
20835,17,1706,170605,1706052033,PASAR BARU,,
20836,17,1706,170605,1706052034,PULAU MAKMUR,,
20837,17,1706,170606,1706062005,SEMAMBANG MAKMUR,,
20838,17,1707,170708,1707082006,LEMEU PIT,,
20839,17,1706,170606,1706062006,TALANG BARU,,
20840,17,1707,170710,1707102008,GARUT,,
20841,17,1706,170607,1706072004,TALANG RIO,,
20842,17,1706,170607,1706072006,MARGA MULIA,,
20843,17,1706,170607,1706072007,MEKAR JAYA,,
20844,17,1706,170608,1706082004,BUNGA TANJUNG,,
20845,17,1706,170607,1706072010,TIRTA KENCANA,,
20846,17,1706,170607,1706072009,BUKIT HARAPAN,,
20847,17,1706,170609,1706092005,PONDOK BARU,,
20848,17,1706,170609,1706092006,SUNGAI JERINJING,,
20849,17,1706,170608,1706082006,TERAMANG JAYA,,
20850,17,1706,170609,1706092007,LUBUK BANGKO,,
20851,17,1706,170609,1706092008,TALANG BUAI,,
20852,17,1707,170710,1707102010,SUNGAI GERONG,,
20853,17,1706,170609,1706092003,SURIAN BUNGKAL,,
20854,17,1706,170608,1706082008,SIDO MAKMUR,,
20855,17,1706,170608,1706082010,NELAN INDAH,,
20856,17,1706,170609,1706092001,SUNGAI IPUH,,
20857,17,1706,170608,1706082012,BATU EJUNG,,
20858,17,1706,170608,1706082013,PERNYAH,,
20859,17,1706,170610,1706102007,SIDO DADI,,
20860,17,1706,170610,1706102009,SENDANG MULYO,,
20861,17,1706,170610,1706102010,MARGA MULYA SAKTI,,
20862,17,1706,170610,1706102014,MARGA MUKTI,,
20863,17,1706,170611,1706112009,LUBUK SANAI III,,
20864,17,1706,170612,1706122001,LALANG LUAS,,
20865,17,1706,170612,1706122004,TALANG PETAI,,
20866,17,1706,170612,1706122008,TALANG SEPAKAT,,
20867,17,1706,170612,1706122007,TALANG SAKTI,,
20868,17,1706,170613,1706132006,KOTA PRAJA,,
20869,17,1706,170612,1706122010,SUNGAI RENGAS,,
20870,17,1706,170613,1706132004,AGUNG JAYA,,
20871,17,1706,170613,1706132008,SIDO MAKMUR,,
20872,17,1706,170614,1706142001,DUSUN BARU V KOTO,,
20873,17,1706,170614,1706142003,PONDOK LUNANG,,
20874,17,1706,170615,1706152001,RETAK MUDIK,,
20875,17,1706,170615,1706152005,SIDO DADI,,
20876,17,1706,170615,1706152008,GADING JAYA,,
20877,17,1706,170615,1706152007,TALANG GADING,,
20878,17,1707,170701,1707012033,GANDUNG BARU,,
20879,17,1707,170701,1707012005,TUNGGANG,,
20880,17,1707,170701,1707012007,TALANG ULU,,
20881,17,1707,170701,1707011006,PASAR MUARA AMAN,,
20882,17,1707,170701,1707012016,LEBONG TAMBANG,,
20883,17,1707,170701,1707012024,KAMPUNG MUARA AMAN,,
20884,17,1707,170701,1707012028,LOKASARI,,
20885,17,1707,170702,1707022004,TIK TEBING,,
20886,17,1707,170703,1707032007,SEMELAKO I,,
20887,17,1708,170804,1708042012,KUTO REJO,,
20888,17,1707,170703,1707032023,TANJUNG BUNGAI II,,
20889,17,1707,170704,1707042001,KUTAI DONOK,,
20890,17,1707,170704,1707042013,TURAN TIGING,,
20891,17,1708,170804,1708042014,TABA TEBELET,,
20892,17,1707,170704,1707042019,MANAI BLAU,,
20893,17,1707,170708,1707082001,UJUNG TANJUNG I,,
20894,17,1707,170705,1707052011,TIK KUTO,,
20895,17,1707,170708,1707082004,UJUNG TANJUNG III,,
20896,17,1707,170706,1707062005,TALANG DONOK,,
20897,17,1707,170707,1707072008,TALANG LIAK II,,
20898,17,1707,170708,1707082009,SUKA BUMI,,
20899,17,1707,170709,1707092002,SUKAU DATANG,,
20900,17,1707,170709,1707092005,TABEAK BLAU II,,
20901,17,1707,170709,1707092008,PELABAI,,
20902,17,1707,170709,1707092006,KOTA BARU SANTAN,,
20903,17,1707,170710,1707102001,NANGAI TAYAU,,
20904,17,1707,170710,1707102004,SUKAU MERGO,,
20905,17,1707,170710,1707102006,TALANG BUNUT,,
20906,17,1707,170711,1707112002,EMBONG I,,
20907,17,1707,170711,1707112006,PANGKALAN,,
20908,17,1707,170711,1707112005,LEMEU,,
20909,17,1707,170712,1707122005,AIR KOPRAS,,
20910,17,1707,170712,1707122008,SUNGAI LISAI,,
20911,17,1708,170805,1708051002,DURIAN DEPUN,,
20912,17,1708,170805,1708052001,PULO GETO,,
20913,17,1708,170801,1708012004,EMBONG IJUK,,
20914,17,1708,170801,1708012010,TABA BARU,,
20915,17,1708,170802,1708022007,SURO BARU,,
20916,17,1708,170802,1708022004,TANJUNG ALAM,,
20917,17,1708,170803,1708031008,TEBAT KARAI,,
20918,17,1708,170802,1708022021,MERANTI JAYA,,
20919,17,1708,170802,1708022023,AIR HITAM,,
20920,17,1708,170803,1708032010,PERADUAN BINJAI,,
20921,17,1708,170803,1708032011,PENANJUNG PANJANG,,
20922,17,1708,170804,1708041026,PASAR SEJANTUNG,,
20923,17,1708,170804,1708041011,DUSUN KEPAHIANG,,
20924,17,1708,170804,1708041025,KAMPUNG PENSIUNAN,,
20925,17,1708,170804,1708042001,KELILIK,,
20926,17,1708,170804,1708042002,TEBAT MONOK,,
20927,17,1708,170806,1708062008,BABAKAN BOGOR,,
20928,17,1708,170804,1708042028,BOGOR BARU,,
20929,17,1708,170805,1708052006,BUKIT BARISAN,,
20930,17,1708,170805,1708052003,TABA MULAN,,
20931,17,1708,170805,1708052007,BATU AMPAR,,
20932,17,1709,170908,1709082013,PUNGGUK JAYA,,
20933,17,1708,170807,1708072005,TABA PADANG,,
20934,17,1708,170807,1708072006,LUBUK SAUNG,,
20935,17,1708,170807,1708072003,TEBAT LAUT,,
20936,17,1708,170807,1708072010,AIR PESI,,
20937,17,1708,170807,1708072011,TALANG BABATAN,,
20938,17,1708,170807,1708072009,TALANG GELOMPOK,,
20939,17,1708,170808,1708082003,BATU BANDUNG,,
20940,17,1709,170902,1709022008,NAKAU,,
20941,17,1709,170904,1709042020,TANJUNG KEPAHYANG,,
20942,17,1708,170808,1708082006,TALANG TIGE,,
20943,17,1709,170904,1709042021,PEMATANG TIGA LAMA,,
20944,17,1709,170902,1709022017,AIR PUTIH,,
20945,17,1709,170903,1709032010,SRIKATON,,
20946,17,1709,170906,1709062008,TABA TERET,,
20947,17,1709,170902,1709022005,KEMBANG SERI,,
20948,17,1709,170902,1709022006,TENGAH PADANG,,
20949,17,1709,170903,1709032013,SUNDA KELAPA,,
20950,17,1709,170903,1709032020,KEMBANG AYUN,,
20951,17,1709,170903,1709032019,PAGAR DEWA,,
20952,17,1709,170903,1709032018,TALANG BOSENG,,
20953,17,1709,170903,1709032015,PADANG BETUAH,,
20954,17,1709,170903,1709032024,ABU SAKIM,,
20955,17,1709,170908,1709082014,TABA GEMANTUNG,,
20956,17,1709,170903,1709032023,BINTANG SELATAN,,
20957,17,1709,170904,1709042002,ATURAN MUMPO,,
20958,17,1709,170909,1709092003,DUSUN ANYAR,,
20959,17,1709,170904,1709042015,AIR KOTOK,,
20960,17,1709,170904,1709042017,PEMATANG TIGA,,
20961,17,1709,170905,1709052009,KERTA PATI,,
20962,17,1709,170905,1709052006,TEMIANG,,
20963,17,1709,170905,1709052016,TALANG CURUP,,
20964,17,1709,170905,1709052017,RENA KANDIS,,
20965,17,1709,170905,1709052022,KEROYA,,
20966,17,1709,170906,1709062003,SUKARAMI,,
20967,17,1709,170906,1709062004,KARANG TENGAH,,
20968,17,1709,170905,1709052023,KERTAPATI MUDIK,,
20969,17,1709,170906,1709062002,TANJUNG RAMAN,,
20970,17,1709,170906,1709062009,SURAU,,
20971,17,1709,170906,1709062024,TABA BARU,,
20972,17,1709,170906,1709062011,TANJUNG HERAN,,
20973,17,1709,170909,1709092004,TANJUNG DALAM,,
20974,17,1709,170907,1709072004,TABA DURIAN SEBAKUL,,
20975,17,1709,170909,1709092005,TALANG TENGAH I,,
20976,17,1709,170908,1709082007,CURUP,,
20977,17,1709,170907,1709072008,ULAK LEBAR,,
20978,17,1709,170908,1709082009,LUBUK PENDAM,,
20979,17,1709,170908,1709082002,BAJAK TIGA,,
20980,17,1709,170908,1709082015,PAGAR BESI,,
20981,17,1709,170909,1709092010,HARAPAN MAKMUR,,
20982,17,1709,170909,1709092011,MARGO MULYO,,
20983,17,1709,170910,1709102002,SEKAYUN MUDIK,,
20984,17,1771,177103,1771031007,TENGAH PADANG,,
20985,17,1709,170910,1709102005,TABA TENGAH,,
20986,17,1709,170910,1709102003,SEKAYUN HILIR,,
20987,17,1709,170910,1709102008,AIR NAPAL,,
20988,17,1709,170911,1709112001,PAGAR GUNUNG,,
20989,17,1771,177103,1771031019,KAMPUNG BALI,,
20990,17,1709,170911,1709112006,LAGAN BUNGIN,,
20991,17,1709,170911,1709112009,LAGAN,,
20992,17,1771,177101,1771011006,SUMUR DEWA,,
20993,17,1771,177102,1771021002,JALAN GEDANG,,
20994,17,1771,177102,1771021027,CEMPAKA PERMAI,,
20995,17,1771,177103,1771031001,BERKAS,,
20996,17,1771,177103,1771031005,KEBUN ROOS,,
20997,17,1771,177103,1771031014,MALABERO,,
20998,17,1771,177103,1771031018,PINTU BATU,,
20999,17,1771,177104,1771041003,PEMATANG GUBERNUR,,
21000,17,1771,177104,1771041006,BENTIRING PERMAI,,
21001,17,1771,177104,1771041005,BERINGIN RAYA,,
21002,17,1771,177105,1771051002,KANDANG MAS,,
21003,17,1771,177106,1771061004,KEBUN BELER,,
21004,17,1771,177106,1771061005,KEBUN KENANGA,,
21005,17,1771,177107,1771071001,PADANG JATI,,
21006,17,1771,177107,1771071002,KEBUN DAHRI,,
21007,17,1771,177107,1771071005,ANGGUT BAWAH,,
21008,17,1771,177107,1771071007,ANGGUT DALAM,,
21009,17,1771,177107,1771071008,KEBUN GERAN,,
21010,17,1771,177108,1771081002,SUKAMERINDU,,
21011,17,1771,177109,1771091003,DUSUN BESAR,,
21012,17,1771,177109,1771091004,PADANG NANGKA,,
21013,17,1701,170104,1701042024,MELA`O,,
21014,17,1701,170102,1701022015,KOTA BUMI BARU,,
21015,17,1701,170103,1701031018,MASAT,,
21016,17,1701,170105,1701051020,PADANG KAPUK,,
21017,17,1701,170105,1701052001,PAGAR DEWA,,
21018,17,1701,170111,1701112001,BATU KUNING,,
21019,17,1702,170206,1702062018,KOTA PADANG BARU,,
21020,17,1702,170207,1702072010,ULAK TANDING,,
21021,17,1702,170208,1702082002,SINDANG JATI,,
21022,17,1702,170211,1702112009,SUMBER URIP,,
21023,17,1702,170223,1702232001,MERANTAU,,
21024,17,1703,170310,1703101010,PASAR LAIS,,
21025,17,1703,170301,1703012002,MEOK,,
21026,17,1703,170306,1703062027,MAGELANG,,
21027,17,1703,170307,1703072014,SIDOURIP,,
21028,17,1703,170310,1703102021,KALBANG,,
21029,17,1703,170312,1703122005,DUSUN RAJA,,
21030,17,1703,170316,1703162008,PASAR TEBAT,,
21031,17,1703,170320,1703202005,SUKA RAMI,,
21032,17,1703,170321,1703212002,TEBING KANING,,
21033,17,1703,170321,1703212006,PAGAR BANYU,,
21034,17,1704,170402,1704022010,SELIKA,,
21035,17,1704,170404,1704042002,PAJAR BULAN,,
21036,17,1704,170410,1704102003,PADANG JATI,,
21037,17,1704,170412,1704122002,TANJUNG BUNGA,,
21038,17,1704,170413,1704132009,AUR GADING,,
21039,17,1705,170507,1705072006,CAWANG,,
21040,17,1705,170510,1705102008,LUBUK RESAM,,
21041,17,1706,170605,1706052029,TANJUNG MEDAN,,
21042,17,1706,170604,1706042029,SINAR LAUT,,
21043,17,1706,170605,1706052008,SIBAK,,
21044,17,1706,170606,1706062007,AIR MERAH,,
21045,17,1706,170607,1706072012,BUKIT MULYA,,
21046,17,1706,170609,1706092011,SUNGAI IPUH SATU,,
21047,17,1707,170701,1707011004,KAMPUNG JAWA,,
21048,17,1707,170703,1707031005,EMBONG PANJANG,,
21049,17,1707,170703,1707032016,DANAU LIANG,,
21050,17,1707,170706,1707061001,TOPOS,,
21051,17,1707,170708,1707082008,TABEAK DIPOA,,
21052,17,1707,170712,1707122002,KETENONG II,,
21053,17,1708,170801,1708012003,PAGAR AGUNG,,
21054,17,1708,170802,1708022001,DASPETA,,
21055,17,1708,170804,1708041027,PADANG LEKAT,,
21056,17,1708,170804,1708042006,PERMU,,
21057,17,1708,170806,1708062010,PEMATANG DONOK,,
21058,17,1708,170807,1708072013,SUNGAI JERNIH,,
21059,17,1709,170902,1709022009,PULAU PANGGUNG,,
21060,17,1709,170904,1709042007,SENABAH,,
21061,17,1709,170906,1709062013,PENUM,,
21062,17,1709,170908,1709082008,KARANG PANGGUNG,,
21063,17,1709,170907,1709072013,KELINDANG ATAS,,
21064,17,1709,170911,1709112003,SEMIDANG,,
21065,17,1709,170911,1709112004,GAJAH MATI,,
21066,17,1771,177101,1771011002,SUKARAMI,,
21067,17,1771,177101,1771011001,PAGAR DEWA,,
21068,17,1771,177101,1771011005,BETUNGAN,,
21069,17,1771,177102,1771021021,SIDOMULYO,,
21070,17,1771,177105,1771051005,PADANG SERAI,,
21071,17,1771,177107,1771071009,PENGANTUNGAN,,
21072,17,1701,170102,1701022009,MUARA DANAU,,
21073,17,1701,170105,1701052004,PADANG NIUR,,
21074,17,1701,170102,1701022014,MUARA PULUTAN,,
21075,17,1701,170104,1701041022,KAYU KUNYIT,,
21076,17,1701,170103,1701032023,PADANG TAMBAK,,
21077,17,1701,170103,1701032025,BERINGIN DATAR,,
21078,17,1701,170108,1701082009,SUKA BANDUNG,,
21079,17,1701,170110,1701102009,TANJUNG AUR,,
21080,17,1702,170209,1702091026,PASAR BARU,,
21081,17,1702,170210,1702102015,KAMPUNG SAJAD,,
21082,17,1702,170211,1702112007,CAWANG LAMA,,
21083,17,1703,170307,1703072002,LUBUK SAUNG,,
21084,17,1703,170319,1703192003,TABA PADANG R,,
21085,17,1704,170403,1704032028,COKO ENAU,,
21086,17,1703,170313,1703132020,KINAL JAYA,,
21087,17,1703,170316,1703162006,TALANG KERING,,
21088,17,1703,170325,1703252010,SUKA NEGARA,,
21089,17,1704,170402,1704022004,AUR RINGIT,,
21090,17,1704,170402,1704022020,PADANG TINGGI,,
21091,17,1702,170221,1702212004,KARANG PINANG,,
21092,17,1704,170402,1704022023,TANJUNG AUR II,,
21093,17,1704,170403,1704032001,TANJUNG BETUNG,,
21094,17,1704,170404,1704041007,TANJUNG IMAN,,
21095,17,1704,170406,1704062016,ARGA MULYA,,
21096,17,1704,170406,1704062013,BAKAL MAKMUR,,
21097,17,1704,170411,1704112004,SUMBER MAKMUR,,
21098,17,1704,170412,1704122003,CUCUPAN,,
21099,17,1705,170501,1705012033,PADANG KUAS,,
21100,17,1705,170504,1705042001,MARAS JAUH,,
21101,17,1705,170505,1705052010,TALANG ALAI,,
21102,17,1705,170514,1705142009,PENAGO II,,
21103,17,1706,170601,1706012006,LUBUK PINANG,,
21104,17,1703,170319,1703192013,TALANG RENDAH,,
